project_number,file_name,line_of_business,state,received_at_est,delivered_at_est,sla_met,is_urgent,qa_delivery_by,comment,status_hours,status_label,internal,dtp_1,new,fuzzy,total,dtp_2,pm,it_eng,qa,record_id,assigned_analyst_id,template_type,language_code,received_at_utc,delivered_at_utc,egnyte_direct_link,egnyte_file_path,egnyte_file_size_kb,created_by,updated_by,created_at,updated_at
MOHE-260701-5645,Medicare Std UTC Asst_8f4864bf-3779-4fd7-af1f-355fd9363b0d_2W15UF8FR53 _th,Medicare CM,CA,2026-06-30 15:01:00,2026-07-01 16:36:00,Y,,,,25.58,25.58 Consecutive Business Hours,,0.35,0,0,563,0.12,0.08,0.15,0,18e9df9b-1b1d-4792-a025-9ef58fc609f7,,PDF,TH,2026-06-30T19:01:00Z,2026-07-01T20:36:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260703-5724,Medicare Std UTC_c213c51c-1508-46aa-b65b-1c915055e9de_2W15UF8FR53 _th,Medicare CM,CA,2026-07-02 18:00:00,2026-07-03 14:18:00,Y,,,,20.3,20.30 Consecutive Business Hours,,1,150,30,1800,0.35,0.23,0.42,0,71e9475b-9c61-4a45-ba23-9041ddd7f063,,PDF,TH,2026-07-02T22:00:00Z,2026-07-03T18:18:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260703-5751,Medicare Std UTC Asst Batch_036526b8-b1bc-4c27-a5f1-0a2ba610f26e_9T54AN8CC85 _th,Medicare CM,CA,2026-07-03 14:30:00,2026-07-03 17:45:00,Y,,,,3.25,3.25 Consecutive Business Hours,,0.7,0,0,850,0.25,0.16,0.29,0,5801e863-c2bb-4604-9d02-b75d9c5ced79,,PDF,TH,2026-07-03T18:30:00Z,2026-07-03T21:45:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260703-5751,Medicare Std UTC Asst Batch_39cab36e-fc6c-4f8a-a6cc-26529ca525a0_4D43PF6GU80 _th,Medicare CM,CA,2026-07-03 14:30:00,2026-07-03 17:45:00,Y,,,,3.25,3.25 Consecutive Business Hours,,,,,,0,0,0,0,177604ca-832e-487e-bffe-474892d4748f,,PDF,TH,2026-07-03T18:30:00Z,2026-07-03T21:45:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260709-5912,Medicare Std Care Plan_405b2e5c-9bc3-4f87-97ff-8f1aa1c8f02a_8Q25J89WX99 _th,Medicare CM,WA,2026-07-08 15:01:00,2026-07-10 15:38:00,Y,,,,48.62,48.62 Consecutive Business Hours,,2.35,3492,117,34493,0.82,0.54,0.99,0,c3a34b16-7c10-4dab-8faa-c35bb8cbcd6d,,PDF,TH,2026-07-08T19:01:00Z,2026-07-10T19:38:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260709-5912,Medicare Std UTC_dc8a9651-5f57-474f-8200-590fe2512552_7GT1P43EA93 _th,Medicare CM,MA,2026-07-08 18:01:00,2026-07-10 15:38:00,Y,,,,45.63,45.63 Consecutive Business Hours,,,,,,0,0,0,0,24e2705b-1a81-41f0-8430-cf8dbb5ef990,,PDF,TH,2026-07-08T22:01:00Z,2026-07-10T19:38:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260715-6099,Medicare Std Care Plan_7b8db6f6-ada8-4d24-9569-e533dd60ca29_4DW6MG7PD78 _th,Medicare CM,OH,2026-07-14 15:01:00,2026-07-16 13:48:00,Y,,,,46.78,46.78 Consecutive Business Hours,,1,949,43,3039,0.35,0.23,0.42,0,bac7764a-21c0-48dc-a5cd-32596d1fd1cc,,PDF,TH,2026-07-14T19:01:00Z,2026-07-16T17:48:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260720-6229,Medicare Std UTC_ca2d1acb-3e34-40d9-b360-00172a37ff23_6QV5VM6QK73 _th,Medicare CM,CA,2026-07-17 17:30:00,2026-07-21 09:32:00,Y,,,,40.03,40.03 Consecutive Business Hours,,1,382,20,2518,0.35,0.23,0.42,0,49ad1ede-4468-4e44-9c55-ee158be75dde,,PDF,TH,2026-07-17T21:30:00Z,2026-07-21T13:32:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260729-6554,Medicare Std Care Plan_e90f320b-a1b0-4c2b-8c8c-f13f4f69c933_3JX5TQ4EY76 _th,Medicare CM,CA,2026-07-28 17:30:00,2026-07-30 15:56:00,Y,,,,46.43,46.43 Consecutive Business Hours,,1,95,13,1888,0.35,0.23,0.42,0,e5d3aa66-2735-4749-8655-b31b3def5f6b,,PDF,TH,2026-07-28T21:30:00Z,2026-07-30T19:56:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260806-6846,Medicare Std Care Plan_ee80d6e9-935b-46db-9c20-283eb9982712_8CY0FG9QX36 _th,Medicare CM,CA,2026-08-05 19:01:00,2026-08-07 14:35:00,Y,,,,43.58,43.58 Consecutive Business Hours,,1,176,170,2266,0.35,0.23,0.42,0,605613a7-b9ac-4296-bd65-c79958fcbef2,,PDF,TH,2026-08-05T23:01:00Z,2026-08-07T18:35:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260810-6982,Medicare Std Adv Dir Batch LP_af4947c3-8439-492f-b20b-eec9437eca66_8UU3JK2GW91 _th,Medicare CM,CA,2026-08-10 09:01:00,2026-08-10 19:37:00,Y,,,,10.6,10.60 Consecutive Business Hours,,0.3,0,0,260,0.11,0.07,0.13,0,38a11454-8554-482c-a966-7af4d4191dd1,,PDF,TH,2026-08-10T13:01:00Z,2026-08-10T23:37:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260811-6996,Medicare Std Care Plan_d732f015-b1ea-4ed5-b49a-7f8d22c1cbf9_5VQ3YJ8WF75 _th,Medicare CM,CA,2026-08-10 20:30:00,2026-08-12 10:39:00,Y,,,,38.15,38.15 Consecutive Business Hours,,1,21,155,2032,0.35,0.23,0.42,0,089f3def-c781-45e0-bc5e-b046e26a6715,,PDF,TH,2026-08-11T00:30:00Z,2026-08-12T14:39:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260812-7062,Medicare Std UTC Asst Batch_06435cd0-e53a-4e62-b4bb-5d2b41227055_5YN3MH2FW96 _th,Medicare CM,OH,2026-08-12 12:30:00,2026-08-13 14:53:00,Y,,,,26.38,26.38 Consecutive Business Hours,,0.3,0,0,426,0.11,0.07,0.13,0,57fda49c-4f18-46e3-b7e8-94585dda8902,,PDF,TH,2026-08-12T16:30:00Z,2026-08-13T18:53:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260818-7285,Medicare Std Care Plan_9a7127d9-7c8a-47d9-9e64-d3f77f7e3c88_6QV5VM6QK73 _th,Medicare CM,CA,2026-08-17 21:30:00,2026-08-19 12:37:00,Y,,,,28.63,28.63 Consecutive Business Hours,,1,8,107,2043,0.35,0.23,0.42,0,9ba67a0f-5951-4b51-a1fe-1a8a67bce796,,PDF,TH,2026-08-18T01:30:00Z,2026-08-19T16:37:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260820-7377,Medicare Std Health Ed Mtl_9a895538-bb5e-420c-a5d2-ed5e541d84cb_3G67HD2HP46 _th,Medicare CM,CA,2026-08-19 20:30:00,2026-08-21 09:32:00,Y,,,,37.04,37.04 Consecutive Business Hours,,0.3,,,901,0.11,0.07,0.13,0,3f978ed9-8311-4c9e-8334-5f7877e96bd3,,PDF,TH,2026-08-20T00:30:00Z,2026-08-21T13:32:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260821-7424,Medicare Std Care Plan_3d01332b-7d67-401d-ba87-bd2ffdaedc90_7GT1P43EA93 _th,Medicare CM,MA,2026-08-21 14:30:00,,Y,,,,,,,,,,,0,0,0,0,7b812322-0482-48dd-9fdd-379e3ec879eb,,PDF,TH,2026-08-21T18:30:00Z,,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260102-13,MHNY SWH STD Mbr Materials_d021e1dd-3ba0-44d0-9bb5-a0095d59d659_ru,NY Molina SWH – PDF,NY,2025-12-31 14:00:00,2026-01-02 16:20:00,Y,,,,26.33,26.33 Consecutive Business Hours,,3.6,527,144,20485,1.26,0.83,1.51,0,7cea91e6-8b69-4a65-a7c8-4f29f0fdc1f8,1,PDF,RUS,2025-12-31T19:00:00Z,2026-01-02T21:20:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260102-13,MHNY SWH STD Mbr Materials_464d3acd-c2bb-40dd-a420-c6b39e4c9854_ru,NY Molina SWH – PDF,NY,2025-12-31 14:00:00,2026-01-02 16:20:00,Y,,,,26.33,26.33 Consecutive Business Hours,,,,,,0,0,0,0,93b5b510-d060-4565-8d41-35c6d7c6330f,1,PDF,RUS,2025-12-31T19:00:00Z,2026-01-02T21:20:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260102-13,MHNY SWH STD Advance Directive_0093a1e7-5789-4775-9b90-e649e73e2044_ru,NY Molina SWH – PDF,NY,2025-12-31 14:00:00,2026-01-02 16:20:00,Y,,,,26.33,26.33 Consecutive Business Hours,,,,,,0,0,0,0,858ddad3-4970-4a65-bc8b-9bd4231455b9,1,PDF,RUS,2025-12-31T19:00:00Z,2026-01-02T21:20:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260102-13,MHNY SWH STD Mbr Materials_24c9b10d-921a-4ea2-887c-ad5a06b6d345_ru,NY Molina SWH – PDF,NY,2025-12-31 14:00:00,2026-01-02 16:20:00,Y,,,,26.33,26.33 Consecutive Business Hours,,,,,,0,0,0,0,74aa2e29-3553-4580-ba91-97b9868975cd,1,PDF,RUS,2025-12-31T19:00:00Z,2026-01-02T21:20:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260102-13,MHNY SWH STD Advance Directive_33c3a114-01b0-426c-93db-fec8392bab28_ru,NY Molina SWH – PDF,NY,2025-12-31 14:00:00,2026-01-02 16:20:00,Y,,,,26.33,26.33 Consecutive Business Hours,,,,,,0,0,0,0,f1b9b6bb-3325-41f5-a6dc-25e56baeecb3,,PDF,RUS,2025-12-31T19:00:00Z,2026-01-02T21:20:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260102-13,MHNY SWH STD Mbr Materials_fd356d5d-270c-40b0-b761-343ce39a4a9f_ru,NY Molina SWH – PDF,NY,2025-12-31 14:01:00,2026-01-02 16:20:00,Y,,,,26.33,26.33 Consecutive Business Hours,,,,,,0,0,0,0,5487586f-23fa-4e6d-94f4-48c13ff9f444,1,PDF,RUS,2025-12-31T19:01:00Z,2026-01-02T21:20:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260102-13,MHNY SWH STD Mbr Materials_029e4344-8405-4dbe-a7a0-0b3d25e49f46_ru,NY Molina SWH – PDF,NY,2025-12-31 17:00:00,2026-01-02 16:20:00,Y,,,,23.33,23.33 Consecutive Business Hours,,,,,,0,0,0,0,b77a05dc-34ad-43a9-ba66-1f3d2ed10d6c,1,PDF,RUS,2025-12-31T22:00:00Z,2026-01-02T21:20:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260102-13,MHNY SWH STD Mbr Materials_61296ca1-1c55-45ad-8bfd-b4d104cb361c_ru,NY Molina SWH – PDF,NY,2025-12-31 20:00:00,2026-01-02 16:20:00,Y,,,,20.33,20.33 Consecutive Business Hours,,,,,,0,0,0,0,124ba0d5-8682-4593-b0f5-744cc2efd8fb,1,PDF,RUS,2026-01-01T01:00:00Z,2026-01-02T21:20:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260102-13,MHNY SWH STD Care Plan_574b8ef8-ebd0-4350-a91f-6da48437e131_ru,NY Molina SWH – PDF,NY,2026-01-01 01:03:00,2026-01-02 16:20:00,Y,,,,8.35,8.35 Consecutive Business Hours,,,,,,0,0,0,0,ba634f37-a7b6-456f-8e37-6d0739cf2cd8,1,PDF,RUS,2026-01-01T06:03:00Z,2026-01-02T21:20:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260102-13,MHNY SWH STD Care Plan_ea91bd6c-7a04-4471-a394-4ba626b98f79_ru,NY Molina SWH – PDF,NY,2026-01-01 01:03:00,2026-01-02 16:20:00,Y,,,,8.35,8.35 Consecutive Business Hours,,,,,,0,0,0,0,0404f67b-8c23-4d79-9fe1-75bd7807b522,1,PDF,RUS,2026-01-01T06:03:00Z,2026-01-02T21:20:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260105-58,MHNY SWH STD Mbr Materials_96986848-7349-4379-a7d2-f3af3aabfd09_ru,NY Molina SWH – PDF,NY,2026-01-02 14:01:00,2026-01-05 13:58:00,Y,,,,23.96,23.96 Consecutive Business Hours,,2.35,169,98,10461,0.82,0.54,0.99,0,832a1760-43a2-42a5-81a3-515a6e46854b,,PDF,RUS,2026-01-02T19:01:00Z,2026-01-05T18:58:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260105-58,MHNY SWH STD Care Plan_9766badd-d8d7-439e-b73d-d636c02beeeb_ru,NY Molina SWH – PDF,NY,2026-01-02 20:01:00,2026-01-06 12:32:00,Y,,,,40.52,40.52 Consecutive Business Hours,,,,,,0,0,0,0,585b190c-69d7-49fe-9f11-38bd55583e1e,,PDF,RUS,2026-01-03T01:01:00Z,2026-01-06T17:32:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260105-58,MHNY SWH STD Care Plan_cbacaeda-a160-41be-963d-c9bfafe40e1d_ru,NY Molina SWH – PDF,NY,2026-01-02 20:01:00,2026-01-06 12:32:00,Y,,,,40.52,40.52 Consecutive Business Hours,,,,,,0,0,0,0,c6dafa3f-e6bf-42a0-986d-46f10da42d4e,1,PDF,RUS,2026-01-03T01:01:00Z,2026-01-06T17:32:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260105-58,MHNY SWH STD Mbr Materials_ebf9f851-9e53-4004-b099-4dbcbb06d1df_ru,NY Molina SWH – PDF,NY,2026-01-02 23:01:00,2026-01-05 13:58:00,Y,,,,5.98,5.98 Consecutive Business Hours,,,,,,0,0,0,0,55f6c7ea-990b-4e3b-82b0-17bd694f8e61,1,PDF,RUS,2026-01-03T04:01:00Z,2026-01-05T18:58:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260105-58,MHNY SWH STD Mbr Materials_d738605d-b86e-4252-9cee-4534545fb850_ru,NY Molina SWH – PDF,NY,2026-01-03 22:03:00,2026-01-05 13:58:00,Y,,,,5.98,5.98 Consecutive Business Hours,,,,,,0,0,0,0,265a16aa-c055-4776-a7ea-27b0adf87ca1,1,PDF,RUS,2026-01-04T03:03:00Z,2026-01-05T18:58:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260105-58,MHNY SWH STD Advance Directive_2144b601-d070-4b5e-a7ad-793a55b8d292_ru,NY Molina SWH – PDF,NY,2026-01-02 14:01:00,2026-01-06 11:42:00,Y,,,,45.68,45.68 Consecutive Business Hours,,1.8,0,0,9234,0.63,0.41,0.76,0,d49ac0eb-1477-46d6-913d-2a4ba48ae688,1,PDF,RUS,2026-01-02T19:01:00Z,2026-01-06T16:42:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260105-58,MHNY SWH STD Care Plan_515e5de6-fcd1-4fd6-aab9-7e09d31810a9_ru,NY Molina SWH – PDF,NY,2026-01-02 14:01:00,2026-01-06 11:42:00,Y,,,,45.68,45.68 Consecutive Business Hours,,,,,,0,0,0,0,88d27777-b1eb-4e95-a958-c3fb41bd1689,1,PDF,RUS,2026-01-02T19:01:00Z,2026-01-06T16:42:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260105-58,MHNY SWH STD Advance Directive_341ce13f-3de8-49d8-9e14-cfc0b531795b_ru,NY Molina SWH – PDF,NY,2026-01-02 14:01:00,2026-01-06 11:42:00,Y,,,,45.68,45.68 Consecutive Business Hours,,,,,,0,0,0,0,f4ed0248-e84e-46ef-afd8-05b4f9b7f713,,PDF,RUS,2026-01-02T19:01:00Z,2026-01-06T16:42:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260105-58,MHNY SWH STD Mbr Materials_32434b6c-42bf-49fe-8a75-c7b1c6b82663_ru,NY Molina SWH – PDF,NY,2026-01-02 20:01:00,2026-01-06 11:42:00,Y,,,,39.68,39.68 Consecutive Business Hours,,,,,,0,0,0,0,ba606037-f780-494f-8553-4b4484a604e6,,PDF,RUS,2026-01-03T01:01:00Z,2026-01-06T16:42:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260105-58,MHNY SWH STD Advance Directive_3b08dfac-0869-4817-8f21-5a8e5855b9f4_ru,NY Molina SWH – PDF,NY,2026-01-03 22:03:00,2026-01-06 11:42:00,Y,,,,27.7,27.70 Consecutive Business Hours,,,,,,0,0,0,0,df64edc2-567d-44a2-ab33-5e9aadb3de37,,PDF,RUS,2026-01-04T03:03:00Z,2026-01-06T16:42:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260106-87,MHNY SWH STD Mbr Materials_77d80d81-89b1-4f22-b5e9-e620d37836ab_ru,NY Molina SWH – PDF,NY,2026-01-05 14:01:00,2026-01-06 17:07:00,Y,,,,27.09,27.09 Consecutive Business Hours,,2.2,,,,0.77,0.51,0.92,0,15e35ea4-e438-49f0-afc6-9bf1b04ac9ce,1,PDF,RUS,2026-01-05T19:01:00Z,2026-01-06T22:07:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260106-87,MHNY SWH STD Mbr Materials_22c7fc70-36dd-4d36-a97e-d29839e6d2d5_ru,NY Molina SWH – PDF,NY,2026-01-05 20:01:00,2026-01-06 17:07:00,Y,,,,21.1,21.10 Consecutive Business Hours,,,,,,0,0,0,0,95518e9b-fa61-4fb4-a83b-88f1800a33b1,1,PDF,RUS,2026-01-06T01:01:00Z,2026-01-06T22:07:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260106-87,MHNY SWH STD Mbr Materials_88573278-4ad3-4efb-a90a-ac1523f7e43d_ru,NY Molina SWH – PDF,NY,2026-01-05 20:01:00,2026-01-06 17:07:00,Y,,,,21.09,21.09 Consecutive Business Hours,,,,,,0,0,0,0,a06860f1-3682-49a5-9778-403d5344caae,,PDF,RUS,2026-01-06T01:01:00Z,2026-01-06T22:07:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260106-87,MHNY SWH STD Mbr Materials_141611f5-c9ec-4d86-b6b5-417edfce0ccd_ru,NY Molina SWH – PDF,NY,2026-01-05 20:01:00,2026-01-06 17:07:00,Y,,,,21.09,21.09 Consecutive Business Hours,,,,,,0,0,0,0,7a9eabb8-f55b-4688-b349-09ce34e73795,1,PDF,RUS,2026-01-06T01:01:00Z,2026-01-06T22:07:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260106-87,MHNY SWH STD Mbr Materials_885f3053-d92f-425d-a8f1-c16a66ec51f5_ru,NY Molina SWH – PDF,NY,2026-01-05 20:01:00,2026-01-06 17:07:00,Y,,,,21.09,21.09 Consecutive Business Hours,,,,,,0,0,0,0,e48924d3-9e07-4590-b2d0-3eff758ca0f0,1,PDF,RUS,2026-01-06T01:01:00Z,2026-01-06T22:07:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260106-87,MHNY SWH STD Mbr Materials_4b20c07a-1c1c-4325-b570-3e3dc1c0efff_ru,NY Molina SWH – PDF,NY,2026-01-05 23:00:00,2026-01-06 17:07:00,Y,,,,9.12,9.12 Consecutive Business Hours,,,,,,0,0,0,0,10d5d4a9-8852-48ff-a933-e399031f3889,1,PDF,RUS,2026-01-06T04:00:00Z,2026-01-06T22:07:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260106-87,MHNY SWH STD Mbr Materials_fb928e04-22d1-4e43-aac7-4bece9bd65c4_ru,NY Molina SWH – PDF,NY,2026-01-05 23:00:00,2026-01-06 17:07:00,Y,,,,9.12,9.12 Consecutive Business Hours,,,,,,0,0,0,0,92d70f36-f695-402a-8fe6-c92225995fad,1,PDF,RUS,2026-01-06T04:00:00Z,2026-01-06T22:07:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260106-87,MHNY SWH STD Mbr Materials_9e4d73f9-db94-4192-8f3e-4f682f65b503_ru,NY Molina SWH – PDF,NY,2026-01-06 02:00:00,2026-01-06 17:07:00,Y,,,,9.12,9.12 Consecutive Business Hours,,,,,,0,0,0,0,1a4f9972-70c6-4595-b3ac-98b9b561901b,,PDF,RUS,2026-01-06T07:00:00Z,2026-01-06T22:07:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260106-87,MHNY SWH STD Mbr Materials_9dd0baaf-4efc-450d-b821-45873a05f4c6_ru,NY Molina SWH – PDF,NY,2026-01-06 02:00:00,2026-01-06 17:07:00,Y,,,,9.12,9.12 Consecutive Business Hours,,,,,,0,0,0,0,58149f22-fe29-4fb9-83a0-1239b7ee7245,,PDF,RUS,2026-01-06T07:00:00Z,2026-01-06T22:07:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260106-87,MHNY SWH STD Mbr Materials_b3df8957-21ce-40af-8462-e738249e2bf3_ru,NY Molina SWH – PDF,NY,2026-01-06 02:00:00,2026-01-06 17:07:00,Y,,,,9.12,9.12 Consecutive Business Hours,,,,,,0,0,0,0,f4f9d102-898f-4ba5-ae73-349d0ce1370f,,PDF,RUS,2026-01-06T07:00:00Z,2026-01-06T22:07:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260106-87,MHNY SWH STD Mbr Materials_f1bbe273-fc85-4f8a-ad27-9474d8537276_ru,NY Molina SWH – PDF,NY,2026-01-06 02:00:00,2026-01-06 17:07:00,Y,,,,9.13,9.13 Consecutive Business Hours,,,,,,0,0,0,0,d8c66214-eb6f-49e2-9ec1-311021634e04,1,PDF,RUS,2026-01-06T07:00:00Z,2026-01-06T22:07:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260107-123,MHNY SWH STD Mbr Materials_86e89267-13f4-4ce9-a9c5-edb13a7f3f15_ru,NY Molina SWH – PDF,NY,2026-01-06 14:01:00,2026-01-08 16:20:00,Y,,,,50.31,50.31 Consecutive Business Hours,,1.6,,,,0.56,0.37,0.67,0,7d0d13ab-b7f3-4068-96fe-83a3a270f59c,,PDF,RUS,2026-01-06T19:01:00Z,2026-01-08T21:20:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260107-123,MHNY SWH STD Mbr Materials_f988c5ab-7b61-47e0-87ee-07b0d69df4c2_ru,NY Molina SWH – PDF,NY,2026-01-06 14:01:00,2026-01-08 16:20:00,Y,,,,50.31,50.31 Consecutive Business Hours,,,,,,0,0,0,0,7c67077d-b3e0-47e9-b438-45e4b626b3e1,1,PDF,RUS,2026-01-06T19:01:00Z,2026-01-08T21:20:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260107-123,MHNY SWH STD Mbr Materials_a2130a9f-42a4-4260-b98b-9e3346ae8df2_ru,NY Molina SWH – PDF,NY,2026-01-06 20:01:00,2026-01-08 16:20:00,Y,,,,44.31,44.31 Consecutive Business Hours,,,,,,0,0,0,0,c0eee51b-12f0-4919-83d8-da9b7892ffee,,PDF,RUS,2026-01-07T01:01:00Z,2026-01-08T21:20:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260107-123,MHNY SWH STD Advance Directive_7bb6e1fa-1c2e-45c8-9ed8-c6cc49d33f23_ru,NY Molina SWH – PDF,NY,2026-01-06 20:01:00,2026-01-08 16:20:00,Y,,,,44.31,44.31 Consecutive Business Hours,,,,,,0,0,0,0,9f04cf44-4e79-4bc8-b4e2-42e966418934,1,PDF,RUS,2026-01-07T01:01:00Z,2026-01-08T21:20:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260107-123,MHNY SWH STD Mbr Materials_7c593efd-10c7-46dc-a76d-a5059abc4da6_ru,NY Molina SWH – PDF,NY,2026-01-06 20:01:00,2026-01-08 16:20:00,Y,,,,44.31,44.31 Consecutive Business Hours,,,,,,0,0,0,0,aea6fabc-4ae6-4bd8-952c-3993401e50ca,,PDF,RUS,2026-01-07T01:01:00Z,2026-01-08T21:20:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260107-123,MHNY SWH STD Mbr Materials_abecfc40-f831-4f72-aa7e-825bb3d0107a_ru,NY Molina SWH – PDF,NY,2026-01-06 20:01:00,2026-01-08 16:20:00,Y,,,,44.31,44.31 Consecutive Business Hours,,,,,,0,0,0,0,cdab1725-add5-4d9f-b8db-4e893d34bfc3,,PDF,RUS,2026-01-07T01:01:00Z,2026-01-08T21:20:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260107-123,MHNY SWH STD Mbr Materials_f8377a38-f399-420e-a5a4-8dd0a36d845c_ru,NY Molina SWH – PDF,NY,2026-01-07 01:03:00,2026-01-08 16:20:00,Y,,,,32.33,32.33 Consecutive Business Hours,,,,,,0,0,0,0,f463439e-21c3-471a-9645-efdf9a5838ef,,PDF,RUS,2026-01-07T06:03:00Z,2026-01-08T21:20:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260107-123,MHNY SWH STD Mbr Materials_3952fcec-6da4-4dc1-9946-f26084d2efd3_ru,NY Molina SWH – PDF,NY,2026-01-07 01:04:00,2026-01-08 16:20:00,Y,,,,32.33,32.33 Consecutive Business Hours,,,,,,0,0,0,0,56971180-f306-4bff-985d-84690f16b105,1,PDF,RUS,2026-01-07T06:04:00Z,2026-01-08T21:20:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260108-156,MHNY SWH STD Care Plan_2acdfab0-10b5-4bc8-8aed-04b422937003_ru,NY Molina SWH – PDF,NY,2026-01-07 14:00:00,2026-01-08 17:14:00,Y,,,,27.23,27.23 Consecutive Business Hours,,4.65,159,36,17404,1.63,1.07,1.95,0,4a489f43-cd21-4d72-b381-245889b04e6b,,PDF,RUS,2026-01-07T19:00:00Z,2026-01-08T22:14:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260108-156,MHNY SWH STD Care Plan_d10af837-3c1b-4d60-90c9-a116ad0451b8_ru,NY Molina SWH – PDF,NY,2026-01-07 14:00:00,2026-01-08 17:14:00,Y,,,,27.23,27.23 Consecutive Business Hours,,,,,,0,0,0,0,3d05bc06-5d52-48ac-b8a3-7a3bc2e74d55,1,PDF,RUS,2026-01-07T19:00:00Z,2026-01-08T22:14:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
